MessageId,EndToEndId,TxDateTime,StatusTimestamp,ProcessingTimeSecs,IntrBkSttlmDt,InstdAmt,Currency,DbtrAgtBIC,CdtrAgtBIC,DbtrCountry,CdtrCountry,PurposeCode,TxSts,RejectionReason
MSG-20251115-0C945BF2,E2E-CB13A4CB4B,2025-01-07T14:45:23,2025-01-07T14:45:31,8,2025-01-07,1723.13,EUR,NWBKGB2L,CITIUS33,GB,US,TREA,ACSP,
MSG-20251115-45C092B0,E2E-E366E3E9C4,2025-01-10T11:14:20,2025-01-10T11:14:38,18,2025-01-11,498.97,EUR,MONZGB2L,INGBNL2A,GB,NL,PENS,ACSP,
MSG-20251115-7893F10B,E2E-EBE0F1A013,2025-01-26T15:50:14,2025-01-26T15:50:27,13,2025-01-26,799.15,GBP,CHASGB2L,SOGEFRPP,GB,FR,SUPP,ACSP,
MSG-20251115-7B8D942E,E2E-3D22EF3E40,2025-01-27T15:16:02,2025-01-27T15:16:12,10,2025-01-27,1429.4,USD,LOYDGB21,BNPAFRPP,GB,FR,TAXS,ACSP,
MSG-20251115-199CD52A,E2E-8DEF39F999,2025-01-02T16:32:26,2025-01-02T16:32:28,2,2025-01-03,2393.32,USD,CHASGB2L,INGBNL2A,GB,NL,SUPP,ACSP,
MSG-20251115-541B4178,E2E-BE1E02ED6A,2025-01-16T14:16:39,2025-01-16T14:16:42,3,2025-01-17,709.51,GBP,INGBNL2A,HSBCGB2L,NL,GB,SALA,ACSP,
MSG-20251115-5A4D648D,E2E-53FC0EFA2C,2025-01-08T16:54:53,2025-01-08T16:55:07,14,2025-01-08,945.27,USD,STBGGB2L,INGBNL2A,GB,NL,BEXP,RJCT,AM04
MSG-20251115-EAFC3B45,E2E-FA6144AAEF,2025-01-15T16:54:42,2025-01-15T16:55:01,19,2025-01-16,413.88,EUR,SOGEFRPP,COBADEFF,FR,DE,BEXP,ACSP,
MSG-20251115-6DF578CC,E2E-E4CF77A253,2025-01-27T10:30:26,2025-01-27T10:30:27,1,2025-01-27,429.51,GBP,HSBCGB2L,INGBNL2A,GB,NL,DIVI,ACSP,
MSG-20251115-62E8A307,E2E-4CDA0DF557,2025-01-25T15:35:35,2025-01-25T15:35:55,20,2025-01-25,1585.68,EUR,BARCGB22,SOGEFRPP,GB,FR,GDSV,ACSP,
MSG-20251115-5C196D8F,E2E-6385ABB2E9,2025-01-09T11:21:49,2025-01-09T11:21:57,8,2025-01-09,3245.39,USD,LOYDGB21,COBADEFF,GB,DE,SUPP,ACSP,
MSG-20251115-F92AB07E,E2E-F368A5EF51,2025-01-23T16:04:23,2025-01-23T16:04:33,10,2025-01-23,853.71,EUR,MONZGB2L,SOGEFRPP,GB,FR,LOAN,ACSP,
MSG-20251115-49B7F2D6,E2E-A7926BCFE2,2025-01-07T15:28:40,2025-01-07T15:28:45,5,2025-01-07,1812.52,EUR,RABONL2U,MONZGB2L,NL,GB,SALA,ACSP,
MSG-20251115-55F2C91D,E2E-4807F7EF71,2025-01-12T11:51:26,2025-01-12T11:51:29,3,2025-01-13,1156.49,EUR,CHASGB2L,CITIUS33,GB,US,LOAN,ACSP,
MSG-20251115-7C2B9320,E2E-C1385919D1,2025-01-08T11:29:45,2025-01-08T11:30:01,16,2025-01-08,571.59,EUR,CHASGB2L,RABONL2U,GB,NL,SALA,ACSP,
MSG-20251115-7D8560AB,E2E-7A7D82F930,2025-01-27T14:08:42,2025-01-27T14:08:44,2,2025-01-27,1464.28,USD,MONZGB2L,DEUTDEFF,GB,DE,BEXP,ACSP,
MSG-20251115-C460F09A,E2E-F3DAFF250F,2025-01-21T14:09:15,2025-01-21T14:09:16,1,2025-01-21,2634.97,EUR,MONZGB2L,COBADEFF,GB,DE,TREA,ACSP,
MSG-20251115-E2D58BA3,E2E-776D4607E6,2025-01-15T11:23:02,2025-01-15T11:23:11,9,2025-01-15,875.61,EUR,COBADEFF,NWBKGB2L,DE,GB,TAXS,ACSP,
MSG-20251115-31D75DA2,E2E-87AF2A87E9,2025-01-16T09:51:08,2025-01-16T09:51:20,12,2025-01-16,3834.2,USD,SOGEFRPP,DEUTDEFF,FR,DE,SALA,ACSP,
MSG-20251115-E47D9D55,E2E-2F1316BA8E,2025-01-25T13:02:44,2025-01-25T13:02:48,4,2025-01-25,158.57,GBP,BARCGB22,DEUTDEFF,GB,DE,GDSV,ACSP,
MSG-20251115-60A6A9CC,E2E-BF23D20AEB,2025-01-05T14:45:42,2025-01-05T14:45:48,6,2025-01-05,1763.99,GBP,NWBKGB2L,RABONL2U,GB,NL,GDSV,ACSP,
MSG-20251115-55FC42DD,E2E-B5CC25E965,2025-01-20T10:51:03,2025-01-20T10:51:08,5,2025-01-20,1175.72,USD,DEUTDEFF,NWBKGB2L,DE,GB,SUPP,ACSP,
MSG-20251115-71507700,E2E-F16CA5F5AD,2025-01-19T09:21:17,2025-01-19T09:21:24,7,2025-01-19,863.33,USD,CHASGB2L,INGBNL2A,GB,NL,LOAN,ACSP,
MSG-20251115-C2F54AE2,E2E-6C554CA11A,2025-01-19T13:56:42,2025-01-19T13:56:44,2,2025-01-19,1180.16,USD,HSBCGB2L,COBADEFF,GB,DE,GDSV,RJCT,AC01
MSG-20251115-0E044139,E2E-3945C70E39,2025-01-26T10:53:25,2025-01-26T10:53:27,2,2025-01-26,246.83,GBP,CHASGB2L,CITIUS33,GB,US,PENS,ACSP,
MSG-20251115-8F36C34C,E2E-520D303B28,2025-01-17T13:23:17,2025-01-17T13:23:33,16,2025-01-17,850.84,GBP,BNPAFRPP,MONZGB2L,FR,GB,LOAN,ACSP,
MSG-20251115-D883BB36,E2E-4FB5751255,2025-01-21T15:31:23,2025-01-21T15:31:43,20,2025-01-22,1459.27,USD,CHASGB2L,RABONL2U,GB,NL,TREA,ACSP,
MSG-20251115-5793A6D9,E2E-32B7B06762,2025-01-15T14:56:22,2025-01-15T14:56:39,17,2025-01-15,3577.13,USD,LOYDGB21,BNPAFRPP,GB,FR,TAXS,ACSP,
MSG-20251115-3A48E5EC,E2E-7219F6D9A8,2025-01-29T14:16:38,2025-01-29T14:16:43,5,2025-01-29,624.66,EUR,MONZGB2L,SOGEFRPP,GB,FR,LOAN,ACSP,
MSG-20251115-13B0ABD0,E2E-D69281D6A1,2025-01-16T16:24:13,2025-01-16T16:24:19,6,2025-01-16,509.82,EUR,STBGGB2L,SOGEFRPP,GB,FR,PENS,ACSP,
MSG-20251115-798CD71F,E2E-31E24E0AD3,2025-01-17T16:05:50,2025-01-17T16:06:03,13,2025-01-18,698.38,GBP,HSBCGB2L,INGBNL2A,GB,NL,LOAN,ACSP,
MSG-20251115-B96E4CBC,E2E-F2C216F3C1,2025-01-21T13:33:30,2025-01-21T13:33:39,9,2025-01-21,1704.08,EUR,LOYDGB21,COBADEFF,GB,DE,SALA,ACSP,
MSG-20251115-2650EEA8,E2E-7A649A2EA2,2025-01-10T13:39:42,2025-01-10T13:40:02,20,2025-01-10,1130.17,EUR,NWBKGB2L,CITIUS33,GB,US,DIVI,ACSP,
MSG-20251115-F649CD18,E2E-A3D798C7D0,2025-01-12T13:30:58,2025-01-12T13:31:03,5,2025-01-12,619.66,EUR,BARCGB22,BNPAFRPP,GB,FR,TAXS,ACSP,
MSG-20251115-AA4F8DFC,E2E-55EAD674AF,2025-01-04T13:36:34,2025-01-04T13:36:49,15,2025-01-04,1653.44,USD,CHASGB2L,COBADEFF,GB,DE,TREA,ACSP,
MSG-20251115-C58EA8F3,E2E-CF679EC0BA,2025-01-24T10:51:53,2025-01-24T10:52:06,13,2025-01-24,1185.19,USD,BNPAFRPP,COBADEFF,FR,DE,TAXS,ACSP,
MSG-20251115-DBCFB872,E2E-EAE967AE9C,2025-01-12T16:20:38,2025-01-12T16:20:53,15,2025-01-12,1954.82,GBP,BARCGB22,DEUTDEFF,GB,DE,BEXP,ACSP,
MSG-20251115-E2FF1161,E2E-CCFAD801F4,2025-01-23T16:43:32,2025-01-23T16:43:41,9,2025-01-24,549.26,EUR,RABONL2U,MONZGB2L,NL,GB,SUPP,ACSP,
MSG-20251115-56C3188A,E2E-7522AED566,2025-01-15T11:12:35,2025-01-15T11:12:37,2,2025-01-15,788.9,GBP,COBADEFF,BNPAFRPP,DE,FR,TAXS,ACSP,
MSG-20251115-F2C2A077,E2E-E57DDEADA1,2025-01-13T14:05:03,2025-01-13T14:05:13,10,2025-01-13,801.36,USD,HSBCGB2L,COBADEFF,GB,DE,SALA,ACSP,
MSG-20251115-F6C43C58,E2E-81AB1A5F2F,2025-01-08T09:38:05,2025-01-08T09:38:14,9,2025-01-09,322.32,EUR,COBADEFF,MONZGB2L,DE,GB,GDSV,ACSP,
MSG-20251115-3110FECD,E2E-FEFA1F808B,2025-01-10T15:40:10,2025-01-10T15:40:23,13,2025-01-10,1104.65,EUR,BARCGB22,CITIUS33,GB,US,TAXS,RJCT,AG01
MSG-20251115-1AA6C203,E2E-9F436C732C,2025-01-21T16:18:03,2025-01-21T16:18:19,16,2025-01-21,1351.33,USD,LOYDGB21,DEUTDEFF,GB,DE,SUPP,ACSP,
MSG-20251115-60894712,E2E-0F692FAAE1,2025-01-01T14:30:45,2025-01-01T14:31:03,18,2025-01-01,1101.13,USD,LOYDGB21,SOGEFRPP,GB,FR,DIVI,ACSP,
MSG-20251115-0DC454C6,E2E-CD253817B8,2025-01-23T15:30:59,2025-01-23T15:31:02,3,2025-01-23,842.01,GBP,DEUTDEFF,SOGEFRPP,DE,FR,GDSV,ACSP,
MSG-20251115-BFF40BF5,E2E-09453DFE2F,2025-01-18T16:44:12,2025-01-18T16:44:24,12,2025-01-18,368.43,GBP,BNPAFRPP,BARCGB22,FR,GB,TAXS,ACSP,
MSG-20251115-DC57577A,E2E-9EA2A8E0FC,2025-01-26T11:40:37,2025-01-26T11:40:43,6,2025-01-27,783.27,USD,MONZGB2L,RABONL2U,GB,NL,TAXS,ACSP,
MSG-20251115-9DA80638,E2E-BE3B43C5A8,2025-01-09T10:36:51,2025-01-09T10:37:02,11,2025-01-09,706.34,EUR,BARCGB22,COBADEFF,GB,DE,DIVI,ACSP,
MSG-20251115-7E4E0B8A,E2E-A48C6017FC,2025-01-20T11:01:45,2025-01-20T11:02:05,20,2025-01-20,565.89,GBP,BNPAFRPP,COBADEFF,FR,DE,GDSV,ACSP,
MSG-20251115-467EB774,E2E-9804BF1E02,2025-01-25T15:11:57,2025-01-25T15:12:08,11,2025-01-26,801.99,EUR,NWBKGB2L,LOYDGB21,GB,GB,BEXP,ACSP,
MSG-20251115-50DB105F,E2E-B7E9AF4511,2025-01-21T15:33:34,2025-01-21T15:33:48,14,2025-01-21,1316.64,GBP,NWBKGB2L,SOGEFRPP,GB,FR,DIVI,ACSP,
MSG-20251115-3D8BC969,E2E-2A0E52F0AF,2025-01-28T16:22:30,2025-01-28T16:22:46,16,2025-01-29,3362.13,EUR,MONZGB2L,BNPAFRPP,GB,FR,DIVI,ACSP,
MSG-20251115-6E3FCB7D,E2E-3F41EE96E6,2025-01-03T11:17:13,2025-01-03T11:17:33,20,2025-01-04,1014.55,EUR,SOGEFRPP,DEUTDEFF,FR,DE,SUPP,ACSP,
MSG-20251115-4A318607,E2E-D297373A9A,2025-01-14T09:12:48,2025-01-14T09:13:07,19,2025-01-15,1347.55,USD,MONZGB2L,CHASGB2L,GB,GB,PENS,ACSP,
MSG-20251115-B957A399,E2E-53B12DE445,2025-01-25T09:13:53,2025-01-25T09:14:04,11,2025-01-26,852.26,EUR,NWBKGB2L,COBADEFF,GB,DE,BEXP,ACSP,
MSG-20251115-B5804948,E2E-90BFC599F2,2025-01-04T09:43:00,2025-01-04T09:43:16,16,2025-01-04,236.27,USD,COBADEFF,STBGGB2L,DE,GB,GDSV,ACSP,
MSG-20251115-9FD7996B,E2E-89DC239F66,2025-01-18T14:06:21,2025-01-18T14:06:41,20,2025-01-19,974.03,GBP,BARCGB22,INGBNL2A,GB,NL,SUPP,ACSP,
MSG-20251115-168E77D4,E2E-3CF7F4C00C,2025-01-30T13:19:55,2025-01-30T13:20:02,7,2025-01-30,1150.77,USD,MONZGB2L,RABONL2U,GB,NL,TAXS,ACSP,
MSG-20251115-00ED33E4,E2E-051A04397A,2025-01-15T10:09:52,2025-01-15T10:10:06,14,2025-01-15,5035.51,EUR,DEUTDEFF,BNPAFRPP,DE,FR,GDSV,RJCT,AM04
MSG-20251115-5CB35A5C,E2E-7A8EA19522,2025-01-25T15:58:19,2025-01-25T15:58:23,4,2025-01-25,784.74,EUR,COBADEFF,BNPAFRPP,DE,FR,PENS,RJCT,FF01
MSG-20251115-CDC1A2CA,E2E-3B644A1B58,2025-01-24T11:57:10,2025-01-24T11:57:30,20,2025-01-25,1395.82,USD,RABONL2U,STBGGB2L,NL,GB,DIVI,ACSP,
MSG-20251115-D7B293D6,E2E-F8D889B1A4,2025-01-12T11:37:40,2025-01-12T11:37:58,18,2025-01-12,1066.6,USD,NWBKGB2L,INGBNL2A,GB,NL,LOAN,ACSP,
MSG-20251115-B8683FDC,E2E-82FCA0024F,2025-01-19T14:15:56,2025-01-19T14:15:57,1,2025-01-20,396.2,EUR,MONZGB2L,SOGEFRPP,GB,FR,SALA,ACSP,
MSG-20251115-A974CE1C,E2E-747B891679,2025-01-22T15:56:01,2025-01-22T15:56:09,8,2025-01-22,2736.02,USD,BARCGB22,INGBNL2A,GB,NL,TREA,ACSP,
MSG-20251115-75563FAE,E2E-6F17255CB5,2025-01-28T09:59:40,2025-01-28T09:59:48,8,2025-01-28,1519.83,EUR,MONZGB2L,CITIUS33,GB,US,SUPP,ACSP,
MSG-20251115-D057749B,E2E-D1555C94AF,2025-01-14T15:44:41,2025-01-14T15:44:55,14,2025-01-15,1726.28,GBP,NWBKGB2L,RABONL2U,GB,NL,SUPP,ACSP,
MSG-20251115-15ADB288,E2E-E49A053CA1,2025-01-21T09:58:08,2025-01-21T09:58:13,5,2025-01-21,475.05,EUR,NWBKGB2L,RABONL2U,GB,NL,BEXP,ACSP,
MSG-20251115-052320AC,E2E-6C66BD5702,2025-01-20T09:16:01,2025-01-20T09:16:19,18,2025-01-20,3368.54,USD,BNPAFRPP,COBADEFF,FR,DE,TAXS,ACSP,
MSG-20251115-753EE560,E2E-C72654A071,2025-01-25T13:48:03,2025-01-25T13:48:23,20,2025-01-25,371.93,GBP,NWBKGB2L,DEUTDEFF,GB,DE,DIVI,ACSP,
MSG-20251115-D46702F8,E2E-1227CA7770,2025-01-11T15:03:49,2025-01-11T15:04:02,13,2025-01-12,1353.97,EUR,LOYDGB21,INGBNL2A,GB,NL,PENS,ACSP,
MSG-20251115-304DDC2F,E2E-2FAF1E0D5C,2025-01-19T13:54:06,2025-01-19T13:54:07,1,2025-01-19,4597.73,GBP,STBGGB2L,COBADEFF,GB,DE,TREA,ACSP,
MSG-20251115-D5EA1A86,E2E-6E6F0ACF65,2025-01-16T10:09:46,2025-01-16T10:10:00,14,2025-01-16,496.02,GBP,MONZGB2L,NWBKGB2L,GB,GB,DIVI,ACSP,
MSG-20251115-19C9EB91,E2E-432D5337BB,2025-01-29T15:31:45,2025-01-29T15:31:55,10,2025-01-29,604.01,EUR,MONZGB2L,COBADEFF,GB,DE,BEXP,ACSP,
MSG-20251115-3F068176,E2E-8DB2715E49,2025-01-21T14:47:07,2025-01-21T14:47:20,13,2025-01-22,962.71,EUR,BNPAFRPP,MONZGB2L,FR,GB,DIVI,RJCT,AG01
MSG-20251115-072F9DDB,E2E-977FB56D72,2025-01-04T16:26:02,2025-01-04T16:26:05,3,2025-01-04,733.05,USD,CHASGB2L,CITIUS33,GB,US,PENS,ACSP,
MSG-20251115-570C81BA,E2E-8AE20CA54D,2025-01-27T13:27:01,2025-01-27T13:27:04,3,2025-01-28,303.24,EUR,CHASGB2L,CITIUS33,GB,US,SALA,ACSP,
MSG-20251115-B864FCB7,E2E-609324E31A,2025-01-27T11:52:57,2025-01-27T11:53:14,17,2025-01-27,1041.06,GBP,LOYDGB21,SOGEFRPP,GB,FR,PENS,ACSP,
MSG-20251115-A698D097,E2E-58C2B9994A,2025-01-21T09:42:50,2025-01-21T09:43:03,13,2025-01-21,468.79,USD,MONZGB2L,BNPAFRPP,GB,FR,SALA,ACSP,
